x,y,2dKDE
5.0,17.0,0.000132947803913183
5.0,18.0,0.00013779873827383956
5.0,19.0,0.00014392315912491752
5.0,20.0,0.00015098732278676297
5.0,21.0,0.00015806862833646798
5.0,22.0,0.00016358632909800613
5.0,23.0,0.00016555866533129278
5.0,24.0,0.0001621523111877243
5.0,25.0,0.0001523177652708514
5.0,26.0,0.00013623632894800295
5.0,27.0,0.00011537470725157496
5.0,28.0,9.211321013694593e-05
5.0,29.0,6.909736493239148e-05
6.0,-30.0,3.9648755102176455e-05
6.0,-29.0,5.364689100741406e-05
6.0,-28.0,6.79529695254808e-05
6.0,-27.0,8.110517302819762e-05
6.0,-26.0,9.20378880061323e-05
6.0,-25.0,0.00010043864484339368
6.0,-24.0,0.00010674376239871198
6.0,-23.0,0.00011177112212029013
6.0,-22.0,0.00011621878463653538
6.0,-21.0,0.00012033209171799831
6.0,-20.0,0.00012390105440255418
6.0,-19.0,0.00012651399837404297
6.0,-18.0,0.00012785548005375352
6.0,-17.0,0.00012788536236189057
6.0,-16.0,0.00012688354480907158
6.0,-15.0,0.00012543024181786992
6.0,-14.0,0.00012435032910403307
6.0,-13.0,0.00012456870622551522
6.0,-12.0,0.0001268291283413532
6.0,-11.0,0.0001313431427329387
6.0,-10.0,0.00013755154512207522
6.0,-9.0,0.00014417679677549447
6.0,-8.0,0.00014960510100164585
6.0,-7.0,0.00015245644640722085
6.0,-6.0,0.00015209495526284303
6.0,-5.0,0.00014885324755630334
6.0,-4.0,0.00014387334118419904
6.0,-3.0,0.00013864117376309384
6.0,-2.0,0.00013443298013946682
6.0,-1.0,0.00013192418758907945
6.0,0.0,0.0001311074392642622
6.0,1.0,0.0001314864243686669
6.0,2.0,0.00013237955158027892
6.0,3.0,0.00013316868369899127
6.0,4.0,0.00013343226860786282
6.0,5.0,0.00013299456127545834
6.0,6.0,0.00013192690128314955
6.0,7.0,0.00013049087937719363
6.0,8.0,0.00012900937500835133
6.0,9.0,0.0001277148298977363
6.0,10.0,0.00012667612142533473
6.0,11.0,0.000125861747369061
6.0,12.0,0.00012528122913112375
6.0,13.0,0.00012507651957680436
6.0,14.0,0.00012549082728396135
6.0,15.0,0.00012676833515619512
6.0,16.0,0.0001290986252568623
6.0,17.0,0.000132646284216972
6.0,18.0,0.00013757674534361805
6.0,19.0,0.000143947424614796
6.0,20.0,0.0001514392282447107
6.0,21.0,0.00015907337155317066
6.0,22.0,0.00016514343013191178
6.0,23.0,0.0001675119224034617
6.0,24.0,0.00016422210305871038
6.0,25.0,0.0001541869484601048
6.0,26.0,0.00013765186077249853
6.0,27.0,0.00011621915394573
6.0,28.0,9.241818001690924e-05
6.0,29.0,6.900218083815798e-05
7.0,-30.0,3.9752698189632406e-05
7.0,-29.0,5.37362881771309e-05
7.0,-28.0,6.800577448380457e-05
7.0,-27.0,8.110668085760518e-05
7.0,-26.0,9.199065230500738e-05
7.0,-25.0,0.00010036809668047694
7.0,-24.0,0.00010669543025460291
7.0,-23.0,0.00011179859513312278
7.0,-22.0,0.00011636577666128932
7.0,-21.0,0.00012061493540003569
7.0,-20.0,0.00012429809895891822
7.0,-19.0,0.0001269657709024395
7.0,-18.0,0.00012827580816462484
7.0,-17.0,0.00012818110182198368
7.0,-16.0,0.00012697994701556055
7.0,-15.0,0.00012529889933804572
7.0,-14.0,0.00012403454562132088
7.0,-13.0,0.00012419653609703534
7.0,-12.0,0.00012660100149718744
7.0,-11.0,0.0001314853013146417
7.0,-10.0,0.00013824148305085576
7.0,-9.0,0.00014546664542142076
7.0,-8.0,0.00015137994697298287
7.0,-7.0,0.00015445526264264836
7.0,-6.0,0.00015399323703253512
7.0,-5.0,0.0001503743187482762
7.0,-4.0,0.00014487969572101297
7.0,-3.0,0.0001391677460441719
7.0,-2.0,0.00013465343725685652
7.0,-1.0,0.00013207136151424914
7.0,0.0,0.00013138474520429474
7.0,1.0,0.00013200442408949268
7.0,2.0,0.00013313634033532536
7.0,3.0,0.00013407342949963032
7.0,4.0,0.00013435539827250548
7.0,5.0,0.00013382050570412665
7.0,6.0,0.0001325881222687516
7.0,7.0,0.00013097364956160472
7.0,8.0,0.00012933666012616448
7.0,9.0,0.00012792157839142704
7.0,10.0,0.00012679196658019862
7.0,11.0,0.00012590701494178113
7.0,12.0,0.0001252716516531363
7.0,13.0,0.00012502797410102371
7.0,14.0,0.0001254198362493276
7.0,15.0,0.00012669196138923242
7.0,16.0,0.00012904086100209514
7.0,17.0,0.0001326528651271248
7.0,18.0,0.0001377297072175067
7.0,19.0,0.0001443634381722817
7.0,20.0,0.00015223985161118416
7.0,21.0,0.00016033148874022483
7.0,22.0,0.00016682925445685694
7.0,23.0,0.00016947019860718334
7.0,24.0,0.00016620080875881144
7.0,25.0,0.00015591118806016405
7.0,26.0,0.00013891091433693723
7.0,27.0,0.00011692678932930024
7.0,28.0,9.26215208235783e-05
7.0,29.0,6.884213203392138e-05
8.0,-30.0,3.9857904785619956e-05
8.0,-29.0,5.382909397858585e-05
8.0,-28.0,6.806511036719351e-05
8.0,-27.0,8.111871338667256e-05
8.0,-26.0,9.195855894983241e-05
8.0,-25.0,0.00010031765018492067
8.0,-24.0,0.00010667230088988988
8.0,-23.0,0.0001118564417273068
8.0,-22.0,0.00011654836687006023
8.0,-21.0,0.00012093853700212812
8.0,-20.0,0.0001247406270023644
8.0,-19.0,0.00012746667439959627
8.0,-18.0,0.00012874707159949564
8.0,-17.0,0.00012852713272232878
8.0,-16.0,0.00012712338053392735
8.0,-15.0,0.0001252091220438903
8.0,-14.0,0.00012375359301002297
8.0,-13.0,0.00012385244173489297
8.0,-12.0,0.0001263953883699291
8.0,-11.0,0.00013164634414756943
8.0,-10.0,0.00013894842152535324
8.0,-9.0,0.000146772023522143
8.0,-8.0,0.00015316712954693777
8.0,-7.0,0.00015645960678501128
8.0,-6.0,0.00015588635126940388
8.0,-5.0,0.00015187793286618482
8.0,-4.0,0.00014585931570715503
8.0,-3.0,0.00013966662512152007
8.0,-2.0,0.0001348571846125615
8.0,-1.0,0.00013222460891938417
8.0,0.0,0.00013169804810126375
8.0,1.0,0.0001325873992359341
8.0,2.0,0.0001339773004786971
8.0,3.0,0.0001350654084245674
8.0,4.0,0.0001353512147448504
8.0,5.0,0.00013469079533657603
8.0,6.0,0.00013325887600615323
8.0,7.0,0.0001314324878346398
8.0,8.0,0.00012961354853875564
8.0,9.0,0.0001280609975863241
8.0,10.0,0.00012683359303766268
8.0,11.0,0.00012588201647284822
8.0,12.0,0.00012520961490283824
8.0,13.0,0.00012496383170755853
8.0,14.0,0.0001253938858273659
8.0,15.0,0.0001267447347132964
8.0,16.0,0.00012921033936227718
8.0,17.0,0.00013297925645588284
8.0,18.0,0.00013826426123581776
8.0,19.0,0.00014516979615743033
8.0,20.0,0.00015337696463822213
8.0,21.0,0.00016181839479805106
8.0,22.0,0.00016860769381629332
8.0,23.0,0.00017138955953067614
8.0,24.0,0.00016804261337183626
8.0,25.0,0.00015744933263386044
8.0,26.0,0.0001399821497891227
8.0,27.0,0.00011747841785042467
8.0,28.0,9.271544735512185e-05
8.0,29.0,6.861791080727702e-05
9.0,-30.0,3.9964312552245525e-05
9.0,-29.0,5.392584422826596e-05
9.0,-28.0,6.813229089872013e-05
9.0,-27.0,8.11433006703428e-05
9.0,-26.0,9.194391878588014e-05
9.0,-25.0,0.000100289051088223
9.0,-24.0,0.00010667441275886232
9.0,-23.0,0.00011194182090577877
9.0,-22.0,0.00011675998794774118
9.0,-21.0,0.00012129241526120867
9.0,-20.0,0.00012521491050287656
9.0,-19.0,0.00012800123507220677
9.0,-18.0,0.00012925413464253769
9.0,-17.0,0.0001289108881633218
9.0,-16.0,0.00012730567984704422
9.0,-15.0,0.00012515801433281626
9.0,-14.0,0.00012350927782481377
9.0,-13.0,0.00012354071579592974
9.0,-12.0,0.0001262154501686668
9.0,-11.0,0.00013182410725589804
9.0,-10.0,0.00013966138676674931
9.0,-9.0,0.00014807168741843156
9.0,-8.0,0.00015493644414711342
9.0,-7.0,0.00015843412492380749
9.0,-6.0,0.0001577388676834605
9.0,-5.0,0.00015333325696800259
9.0,-4.0,0.00014678893011932554
9.0,-3.0,0.00014012292631666973
9.0,-2.0,0.00013503685972383094
9.0,-1.0,0.00013238242814007735
9.0,0.0,0.00013205003578411933
9.0,1.0,0.00013324091970758355
9.0,2.0,0.00013490992924140537
9.0,3.0,0.00013615327425806913
9.0,4.0,0.00013642882684822486
9.0,5.0,0.00013561437626499357
9.0,6.0,0.0001339475137521625
9.0,7.0,0.00013187501694780969
9.0,8.0,0.0001298471624404468
9.0,9.0,0.00012814026740197204
9.0,10.0,0.00012680896577174834
9.0,11.0,0.00012579610806465788
9.0,12.0,0.0001251060090058165
9.0,13.0,0.00012489595060272333
9.0,14.0,0.00012542451674802383
9.0,15.0,0.00012693611922906647
9.0,16.0,0.00012961258225254927
9.0,17.0,0.0001336253479008463
9.0,18.0,0.00013917323986138792
9.0,19.0,0.0001463511160391465
9.0,20.0,0.00015482624002939789
9.0,21.0,0.0001635009825323336
9.0,22.0,0.00017043852752132233
9.0,23.0,0.00017322613697277978
9.0,24.0,0.00016970483373789026
9.0,25.0,0.00015876489077153313
9.0,26.0,0.00014083897179454797
9.0,27.0,0.00011785869159516168
9.0,28.0,9.269472412304121e-05
9.0,29.0,6.833153589583755e-05
10.0,-30.0,4.007167887209823e-05
10.0,-29.0,5.402686557410705e-05
10.0,-28.0,6.82084126366522e-05
10.0,-27.0,8.118227290770233e-05
10.0,-26.0,9.194888018505725e-05
10.0,-25.0,0.00010028392368438227
10.0,-24.0,0.00010670170282403563
10.0,-23.0,0.00011205176304817495
10.0,-22.0,0.00011699385184954915
10.0,-21.0,0.00012166570993536974
10.0,-20.0,0.00012570663864533785
10.0,-19.0,0.00012855318854107034
10.0,-18.0,0.00012978091399640216
10.0,-17.0,0.00012931880077670394
10.0,-16.0,0.00012751776181482274
10.0,-15.0,0.00012514197016832195
10.0,-14.0,0.00012330295925901298
10.0,-13.0,0.0001232654021739197
10.0,-12.0,0.00012606409557972418
10.0,-11.0,0.0001320158738883144
10.0,-10.0,0.0001403682703690237
10.0,-9.0,0.00014934254972302573
10.0,-8.0,0.00015665526296666527
10.0,-7.0,0.0001603408469276854
10.0,-6.0,0.00015951306869578066
10.0,-5.0,0.00015470796240517256
10.0,-4.0,0.00014764479237936506
10.0,-3.0,0.000140522232536346
10.0,-2.0,0.00013518618620968388
10.0,-1.0,0.00013254459716390148
10.0,0.0,0.00013244450482320514
10.0,1.0,0.00013397129699682257
10.0,2.0,0.00013594209641907483
10.0,3.0,0.00013734583330510968
10.0,4.0,0.00013759749744973442
10.0,5.0,0.00013660056716751184
10.0,6.0,0.0001346631369099788
10.0,7.0,0.0001323100636969901
10.0,8.0,0.00013004627064996913
10.0,9.0,0.0001281685555907679
10.0,10.0,0.00012672816985890553
10.0,11.0,0.00012566054121557955
10.0,12.0,0.0001249728410305856
10.0,13.0,0.00012483576397989823
10.0,14.0,0.00012552041321721208
10.0,15.0,0.00012726949638242548
10.0,16.0,0.00013024343471134672
10.0,17.0,0.00013457814268016738
10.0,18.0,0.00014043466604000566
10.0,19.0,0.00014787730418001322
10.0,20.0,0.00015655099979150806
10.0,21.0,0.00016533799227879786
10.0,22.0,0.00017227842696452178
10.0,23.0,0.00017493763054847705
10.0,24.0,0.0001711496584243982
10.0,25.0,0.00015982770823195602
10.0,26.0,0.00014146089349233827
10.0,27.0,0.00011805702836200503
10.0,28.0,9.255713722682015e-05
10.0,29.0,6.798647578979569e-05
11.0,-30.0,4.017961273977372e-05
11.0,-29.0,5.4132293829664595e-05
11.0,-28.0,6.829435066817377e-05
11.0,-27.0,8.123723037173397e-05
11.0,-26.0,9.197538099091124e-05
11.0,-25.0,0.00010030372583950057
11.0,-24.0,0.00010675399684933951
11.0,-23.0,0.00011218323201264956
11.0,-22.0,0.00011724311455825876
11.0,-21.0,0.00012204746427359717
11.0,-20.0,0.00012620131021399237
11.0,-19.0,0.00012910594971895224
11.0,-18.0,0.00013031087348131686
11.0,-17.0,0.00012973675950258542
11.0,-16.0,0.0001277499866287632
11.0,-15.0,0.00012515690290306554
11.0,-14.0,0.00012313565209823855
11.0,-13.0,0.00012303032605223308
11.0,-12.0,0.00012594403744448746
11.0,-11.0,0.00013221857969854806
11.0,-10.0,0.00014105628818438404
11.0,-9.0,0.00015056043916728557
11.0,-8.0,0.00015828956083318332
11.0,-7.0,0.00016214036804757193
11.0,-6.0,0.00016117013786476415
11.0,-5.0,0.0001559692811705779
11.0,-4.0,0.00014840351207298614
11.0,-3.0,0.00014085116372106646
11.0,-2.0,0.0001353002814055501
11.0,-1.0,0.00013271223240772585
11.0,0.0,0.00013288618006338372
11.0,1.0,0.00013478517197645283
11.0,2.0,0.0001370814187000451
11.0,3.0,0.00013865124639409667
11.0,4.0,0.00013886573898329064
11.0,5.0,0.0001376581293887254
11.0,6.0,0.00013541472220816053
11.0,7.0,0.00013274690371204887
11.0,8.0,0.0001302206899087229
11.0,9.0,0.00012815657859137336
11.0,10.0,0.00012660310015978634
11.0,11.0,0.0001254882243789022
11.0,12.0,0.00012482300003619282
11.0,13.0,0.00012479398744563722
11.0,14.0,0.00012568701590742572
11.0,15.0,0.00012774168164441627
11.0,16.0,0.0001310885217281711
11.0,17.0,0.00013581122766807147
11.0,18.0,0.00014201134104182143
11.0,19.0,0.00014970338458652482
11.0,20.0,0.00015850240217274366
11.0,21.0,0.00016728063129902874
11.0,22.0,0.00017408200075092045
11.0,23.0,0.0001764846722710278
11.0,24.0,0.00017234564334835613
11.0,25.0,0.0001606153766170737
11.0,26.0,0.00014183467687793006
11.0,27.0,0.00011806838867567819
11.0,28.0,9.230391154362651e-05
11.0,29.0,6.758778363402993e-05
12.0,-30.0,4.0287616850180204e-05
12.0,-29.0,5.4242104598124846e-05
12.0,-28.0,6.839076776718245e-05
12.0,-27.0,8.130952675213843e-05
12.0,-26.0,9.202511278897564e-05
12.0,-25.0,0.00010034971505534832
12.0,-24.0,0.0001068310107464711
12.0,-23.0,0.0001123332012553624
12.0,-22.0,0.00011750106211511063
12.0,-21.0,0.00012242694057707038
12.0,-20.0,0.00012668467414197142
12.0,-19.0,0.0001296431461800938
12.0,-18.0,0.00013082759353552604
12.0,-17.0,0.00013015064392703715
12.0,-16.0,0.00012799258721894738
12.0,-15.0,0.0001251985221663394
12.0,-14.0,0.00012300814691155874
12.0,-13.0,0.0001228391111863768
12.0,-12.0,0.00012585781729325214
12.0,-11.0,0.0001324289864171444
12.0,-10.0,0.00014171243145712044
12.0,-9.0,0.000151700893347244
12.0,-8.0,0.00015980501703145728
12.0,-7.0,0.00016379313475496838
12.0,-6.0,0.00016267145356217602
12.0,-5.0,0.0001570851385985227
12.0,-4.0,0.0001490429114278872
12.0,-3.0,0.00014109790933940607
12.0,-2.0,0.00013537586738176626
12.0,-1.0,0.00013288770163021393
12.0,0.0,0.00013338035365608567
12.0,1.0,0.0001356889041035852
12.0,2.0,0.00013833443462886555
12.0,3.0,0.00014007604707833195
12.0,4.0,0.00014024025301295377
12.0,5.0,0.00013879421356848587
12.0,6.0,0.00013621015114367676
12.0,7.0,0.00013319442553011456
12.0,8.0,0.00013038060491011392
12.0,9.0,0.00012811606909351664
12.0,10.0,0.00012644704512234837
12.0,11.0,0.00012529338114391516
12.0,12.0,0.0001246699533672851
12.0,13.0,0.00012478033820646065
12.0,14.0,0.00012592627784085392
12.0,15.0,0.00012834275579965361
12.0,16.0,0.00013212320417593855
12.0,17.0,0.00013728489738450652
12.0,18.0,0.00014385116469923834
12.0,19.0,0.00015177002838189595
12.0,20.0,0.0001606201815491248
12.0,21.0,0.00016927351146558096
12.0,22.0,0.0001758028939323556
12.0,23.0,0.00017783201746835044
12.0,24.0,0.00017326889303821076
12.0,25.0,0.00016111429242644186
12.0,26.0,0.00014195517737101388
12.0,27.0,0.00011789386071258862
12.0,28.0,9.194004636728907e-05
12.0,29.0,6.714223673553993e-05
13.0,-30.0,4.039513139117039e-05
13.0,-29.0,5.435614620964135e-05
13.0,-28.0,6.849812633767399e-05
13.0,-27.0,8.140025551567436e-05
13.0,-26.0,9.209948825760001e-05
13.0,-25.0,0.00010042291787271864
13.0,-24.0,0.00010693235639678211
13.0,-23.0,0.00011249873728045368
13.0,-22.0,0.000117761309226407
13.0,-21.0,0.00012279395604214899
13.0,-20.0,0.00012714319962066394
13.0,-19.0,0.00013014918997585466
13.0,-18.0,0.00013131538485435432
13.0,-17.0,0.0001305469022356502
13.0,-16.0,0.0001282361332563988
13.0,-15.0,0.00012526262744999027
13.0,-14.0,0.00012292112274120924
13.0,-13.0,0.00012269516502897503
13.0,-12.0,0.00012580778060917184
13.0,-11.0,0.00013264380400725126
13.0,-10.0,0.00014232388198115535
13.0,-9.0,0.0001527399446548789
13.0,-8.0,0.00016116814225168268
13.0,-7.0,0.00016526077692880132
13.0,-6.0,0.00016397992918878575
13.0,-5.0,0.0001580253090308612
13.0,-4.0,0.00014954286281366818
13.0,-3.0,0.0001412526919192117
13.0,-2.0,0.00013541136573647937
13.0,-1.0,0.0001330743841631866
13.0,0.0,0.00013393235048060595
13.0,1.0,0.00013668778369891102
13.0,2.0,0.00013970561686281723
13.0,3.0,0.00014162402603372641
13.0,4.0,0.00014172477311065712
13.0,5.0,0.0001400132451659262
13.0,6.0,0.00013705520170141197
13.0,7.0,0.00013366026035274112
13.0,8.0,0.0001305358361550862
13.0,9.0,0.00012805915933573547
13.0,10.0,0.00012627415480368629
13.0,11.0,0.00012509108167960034
13.0,12.0,0.0001245273467588565
13.0,13.0,0.00012480324647071115
13.0,14.0,0.00012623656388697303
13.0,15.0,0.00012905624179090222
13.0,16.0,0.00013331309958144696
13.0,17.0,0.00013894702916428099
13.0,18.0,0.00014588830527841393
13.0,19.0,0.00015400490272031775
13.0,20.0,0.00016283404059155542
13.0,21.0,0.0001712559677072557
13.0,22.0,0.00017739495815892808
13.0,23.0,0.0001789495356053246
13.0,24.0,0.00017390387009505446
13.0,25.0,0.00016132029537195675
13.0,26.0,0.00014182582431973228
13.0,27.0,0.00011754099897440934
13.0,28.0,9.14745336313783e-05
13.0,29.0,6.665846148300724e-05
14.0,-30.0,4.050157085897023e-05
14.0,-29.0,5.447416476364756e-05
14.0,-28.0,6.861669219270674e-05
14.0,-27.0,8.15102285594749e-05
14.0,-26.0,9.219960189894917e-05
14.0,-25.0,0.0001005240941668473
14.0,-24.0,0.00010705754411031929
14.0,-23.0,0.00011267708161987288
14.0,-22.0,0.00011801799844744875
14.0,-21.0,0.0001231392213523661
14.0,-20.0,0.00012756455100312248
14.0,-19.0,0.00013060985555805746
14.0,-18.0,0.0001317599077537285
14.0,-17.0,0.00013091313164205153
14.0,-16.0,0.00012847199048436478
14.0,-15.0,0.00012534538562857282
14.0,-14.0,0.00012287522905724492
14.0,-13.0,0.00012260161792015524
14.0,-12.0,0.0001257959946657063
14.0,-11.0,0.00013285975195581428
14.0,-10.0,0.00014287837322714148
14.0,-9.0,0.00015365486740466375
14.0,-8.0,0.00016234738411309902
14.0,-7.0,0.00016650742970689822
14.0,-6.0,0.00016506134090469996
14.0,-5.0,0.0001587625413932365
14.0,-4.0,0.00014988606656213336
14.0,-3.0,0.0001413081368424714
14.0,-2.0,0.00013540686875036277
14.0,-1.0,0.00013327628895227383
14.0,0.0,0.00013454684869040616
14.0,1.0,0.0001377851140774895
14.0,2.0,0.00014119628480651906
14.0,3.0,0.00014329505702590628
14.0,4.0,0.00014331889248013713
14.0,5.0,0.00014131582889074558
14.0,6.0,0.00013795257360832322
14.0,7.0,0.00013414993409862586
14.0,8.0,0.00013069509404771193
14.0,9.0,0.0001279976996158211
14.0,10.0,0.0001260987958571578
14.0,11.0,0.0001248966383860114
14.0,12.0,0.00012440849447407402
14.0,13.0,0.000124869548803479
14.0,14.0,0.00012661269517019936
14.0,15.0,0.00012985964625227028
14.0,16.0,0.00013461520764701125
14.0,17.0,0.000140734768571129
14.0,18.0,0.00014804529057143274
14.0,19.0,0.00015632491246008964
14.0,20.0,0.00016506575708008693
14.0,21.0,0.00017316379731049933
14.0,22.0,0.00017881350379714078
14.0,23.0,0.00017981298265951133
14.0,24.0,0.00017424379094148655
14.0,25.0,0.00016123883032147612
14.0,26.0,0.00014145867872884934
14.0,27.0,0.0001170238634887969
14.0,28.0,9.092041593761621e-05
14.0,29.0,6.614701265313153e-05
15.0,-30.0,4.060634650247605e-05
15.0,-29.0,5.4595812688314195e-05
15.0,-28.0,6.874652107597245e-05
15.0,-27.0,8.163993833625277e-05
15.0,-26.0,9.232617612381304e-05
15.0,-25.0,0.00010065368900149368
15.0,-24.0,0.00010720597410760067
15.0,-23.0,0.00011286572161391559
15.0,-22.0,0.0001182659857440446
15.0,-21.0,0.0001234546610942474
15.0,-20.0,0.00012793803846695853
15.0,-19.0,0.0001310128268644369
15.0,-18.0,0.00013214875461027415
15.0,-17.0,0.0001312386171003991
15.0,-16.0,0.0001286927350609844
15.0,-15.0,0.0001254435612985699
15.0,-14.0,0.00012287111852035492
15.0,-13.0,0.0001225612104325256
15.0,-12.0,0.00012582411107535732
15.0,-11.0,0.00013307356179243716
15.0,-10.0,0.0001433644903341123
15.0,-9.0,0.00015442486313225863
15.0,-8.0,0.00016331417090834316
15.0,-7.0,0.00016750099198577716
15.0,-6.0,0.00016588558619804388
15.0,-5.0,0.00015927360440820716
15.0,-4.0,0.00015005873338669223
15.0,-3.0,0.0001412595321759435
15.0,-2.0,0.00013536399238264074
15.0,-1.0,0.00013349755826146364
15.0,0.0,0.00013522710535765817
15.0,1.0,0.00013898123403450208
15.0,2.0,0.00014280350485665254
15.0,3.0,0.00014508396203721094
15.0,4.0,0.00014501697611108457
15.0,5.0,0.00014269776574445936
15.0,6.0,0.00013890102815569344
15.0,7.0,0.00013466610634666238
15.0,8.0,0.00013086526660725114
15.0,9.0,0.00012794254380277313
15.0,10.0,0.00012593481281274662
15.0,11.0,0.00012472487631535204
15.0,12.0,0.00012432576474782727
15.0,13.0,0.00012498416611947546
15.0,14.0,0.00012704614018467354
15.0,15.0,0.00013072536748987994
15.0,16.0,0.00013597964265045436
15.0,17.0,0.0001425770278855951
15.0,18.0,0.00015023602403944794
15.0,19.0,0.00015863933932960242
15.0,20.0,0.00016723200997266195
15.0,21.0,0.00017493142229944012
15.0,22.0,0.00018001663065180494
15.0,23.0,0.0001804045428680476
15.0,24.0,0.0001742905848054122
15.0,25.0,0.00016088459905931406
15.0,26.0,0.00014087402617148054
15.0,27.0,0.00011636271359795794
15.0,28.0,9.029463944662064e-05
15.0,29.0,6.562036730880036e-05
16.0,-30.0,4.070886952765473e-05
16.0,-29.0,5.4720635400326265e-05
16.0,-28.0,6.888742247397539e-05
16.0,-27.0,8.178949841746321e-05
16.0,-26.0,9.247948816856931e-05
16.0,-25.0,0.00010081176748313088
16.0,-24.0,0.00010737691109828133
16.0,-23.0,0.00011306244070381027
16.0,-22.0,0.00011850099752420333
16.0,-21.0,0.00012373369358584113
16.0,-20.0,0.00012825501371895232
16.0,-19.0,0.0001313481754198851
16.0,-18.0,0.00013247195265736153
16.0,-17.0,0.00013151478566636096
16.0,-16.0,0.00012889248607806059
16.0,-15.0,0.0001255546743249739
16.0,-14.0,0.00012290941952773055
16.0,-13.0,0.00012257613203308634
16.0,-12.0,0.00012589318538672558
16.0,-11.0,0.00013328193349831542
16.0,-10.0,0.00014377191189940744
16.0,-9.0,0.00015503166972962972
16.0,-8.0,0.00016404386011041302
16.0,-7.0,0.00016821427381732748
16.0,-6.0,0.0001664278210175865
16.0,-5.0,0.00015954020588112875
16.0,-4.0,0.00015005114194703372
16.0,-3.0,0.00014110497117077143
16.0,-2.0,0.00013528562864916752
16.0,-1.0,0.00013374190018150363
16.0,0.0,0.0001359741550178445
16.0,1.0,0.00014027257014151979
16.0,2.0,0.0001445190835908249
16.0,3.0,0.0001469795283585473
16.0,4.0,0.00014680726818303756
16.0,5.0,0.0001441492829417356
16.0,6.0,0.00013989472730729246
16.0,7.0,0.00013520796431138208
16.0,8.0,0.00013105079473554188
16.0,9.0,0.00012790284563634605
16.0,10.0,0.0001257947330126839
16.0,11.0,0.00012458931104382376
16.0,12.0,0.0001242898873303749
16.0,13.0,0.00012514978304140205
16.0,14.0,0.00012752535321694866
16.0,15.0,0.00013162194862706883
16.0,16.0,0.00013735192686201403
16.0,17.0,0.00014439772988479775
16.0,18.0,0.00015236964492506866
16.0,19.0,0.0001608537969976428
16.0,20.0,0.0001692478557388032
16.0,21.0,0.00017649442743609853
16.0,22.0,0.00018096661298014856
16.0,23.0,0.00018071313269800855
16.0,24.0,0.0001740544151515024
16.0,25.0,0.0001602806963507265
16.0,26.0,0.00014009948744335364
16.0,27.0,0.0001155833256474382
16.0,28.0,8.961766156517737e-05
16.0,29.0,6.509279034603893e-05
17.0,-30.0,4.080853354092921e-05
17.0,-29.0,5.4848034840765005e-05
17.0,-28.0,6.903890007757973e-05
17.0,-27.0,8.195856248845714e-05
17.0,-26.0,9.265927806425146e-05
17.0,-25.0,0.00010099793203100214
17.0,-24.0,0.00010756943892443978
17.0,-23.0,0.00011326534073261303
17.0,-22.0,0.00011871974521455818
17.0,-21.0,0.0001239714484792541
17.0,-20.0,0.00012850918133156542
17.0,-19.0,0.00013160873385447525
17.0,-18.0,0.0001327223486730975
17.0,-17.0,0.00013173553994700438
17.0,-16.0,0.0001290671270547738
17.0,-15.0,0.00012567706765435094
17.0,-14.0,0.00012299064662774068
17.0,-13.0,0.0001226478232794431
17.0,-12.0,0.00012600347476129052
17.0,-11.0,0.0001334814666686493
17.0,-10.0,0.00014409160416375022
17.0,-9.0,0.00015546008718138164
17.0,-8.0,0.00016451656472087265
17.0,-7.0,0.00016862599101720354
17.0,-6.0,0.0001666694290550076
17.0,-5.0,0.00015954974659942864
17.0,-4.0,0.00014985804901472154
17.0,-3.0,0.00014084537828951328
17.0,-2.0,0.00013517562472187223
17.0,-1.0,0.00013401200425402644
17.0,0.0,0.00013678606066771417
17.0,1.0,0.00014165081927931225
17.0,2.0,0.00014632876777244294
17.0,3.0,0.00014896379513873998
17.0,4.0,0.00014867130572502176
17.0,5.0,0.0001456545736631856
17.0,6.0,0.00014092285209909856
17.0,7.0,0.0001357708370527262
17.0,8.0,0.00013125319102400904
17.0,9.0,0.00012788541879401154
17.0,10.0,0.00012568896902466665
17.0,11.0,0.00012450128783965517
17.0,12.0,0.0001243092304586396
17.0,13.0,0.00012536655774594794
17.0,14.0,0.00012803625664206705
17.0,15.0,0.00013251562720029616
17.0,16.0,0.00013867574508776893
17.0,17.0,0.00014611965105501725
17.0,18.0,0.00015435505801207535
17.0,19.0,0.00016287482577924406
17.0,20.0,0.0001710307049418992
17.0,21.0,0.00017779237110957164
17.0,22.0,0.00018163129049743264
17.0,23.0,0.000180734464846969
17.0,24.0,0.00017355278795889298
17.0,25.0,0.00015945725866310876
17.0,26.0,0.00013916866161482348
17.0,27.0,0.00011471592760600507
17.0,28.0,8.89127866659946e-05
17.0,29.0,6.458003313075745e-05
18.0,-30.0,4.090467836294474e-05
18.0,-29.0,5.497721321625323e-05
18.0,-28.0,6.920007346093852e-05
18.0,-27.0,8.214622722174817e-05
18.0,-26.0,9.286464308219268e-05
18.0,-25.0,0.00010121122601234029
18.0,-24.0,0.00010778239589709052
18.0,-23.0,0.00011347283166802541
18.0,-22.0,0.00011891998610646588
18.0,-21.0,0.0001241649036096795
18.0,-20.0,0.0001286968006589489
18.0,-19.0,0.00013179033544398467
18.0,-18.0,0.00013289584534686055
18.0,-17.0,0.0001318974440546057
18.0,-16.0,0.00012921439810178358
18.0,-15.0,0.00012580987920033106
18.0,-14.0,0.00012311505647219053
18.0,-13.0,0.00012277676156322208
