x,y,2dKDE
-44.0,-6.0,0.00013678461525864574
-44.0,-5.0,0.0001411054894286752
-44.0,-4.0,0.0001455309754236712
-44.0,-3.0,0.00014869522526165228
-44.0,-2.0,0.0001497744705251579
-44.0,-1.0,0.0001486393843428842
-44.0,0.0,0.00014576646328414583
-44.0,1.0,0.00014197335072041505
-44.0,2.0,0.00013809121901198177
-44.0,3.0,0.00013471680820502436
-44.0,4.0,0.00013215493920719934
-44.0,5.0,0.00013054729468613968
-44.0,6.0,0.00013004854872669832
-44.0,7.0,0.00013087267056157722
-44.0,8.0,0.00013314306704951916
-44.0,9.0,0.00013665835333479093
-44.0,10.0,0.0001407791843145952
-44.0,11.0,0.00014456877392489512
-44.0,12.0,0.00014713988700207012
-44.0,13.0,0.00014801384274180492
-44.0,14.0,0.0001472830988570748
-44.0,15.0,0.00014548671323582826
-44.0,16.0,0.00014327742720235902
-44.0,17.0,0.00014108063146003552
-44.0,18.0,0.00013894622933172444
-44.0,19.0,0.00013666302489935165
-44.0,20.0,0.00013401565869434318
-44.0,21.0,0.0001309522398079899
-44.0,22.0,0.00012750070388727942
-44.0,23.0,0.00012349106628369876
-44.0,24.0,0.00011833693146819427
-44.0,25.0,0.00011112582874764335
-44.0,26.0,0.00010104595755242695
-44.0,27.0,8.790848286356807e-05
-44.0,28.0,7.242737658986776e-05
-44.0,29.0,5.6068759335458605e-05
-43.0,-30.0,3.670277436048892e-05
-43.0,-29.0,5.319002547245483e-05
-43.0,-28.0,7.230162628365013e-05
-43.0,-27.0,9.246067304580503e-05
-43.0,-26.0,0.00011162027948622674
-43.0,-25.0,0.00012770250926950427
-43.0,-24.0,0.0001390957668431865
-43.0,-23.0,0.00014506823516011492
-43.0,-22.0,0.0001459865781823367
-43.0,-21.0,0.00014327329619250186
-43.0,-20.0,0.00013907961344525246
-43.0,-19.0,0.00013571350868401001
-43.0,-18.0,0.00013495729940613894
-43.0,-17.0,0.0001374982100586852
-43.0,-16.0,0.00014270479292521462
-43.0,-15.0,0.00014887078915503977
-43.0,-14.0,0.00015385769677745212
-43.0,-13.0,0.00015589764913008774
-43.0,-12.0,0.00015425295681038847
-43.0,-11.0,0.000149486952052463
-43.0,-10.0,0.0001432479564437486
-43.0,-9.0,0.00013765051867638923
-43.0,-8.0,0.00013449607118595623
-43.0,-7.0,0.00013464372930182742
-43.0,-6.0,0.0001377752625197646
-43.0,-5.0,0.0001426160702508538
-43.0,-4.0,0.00014747233846706818
-43.0,-3.0,0.00015083474545832465
-43.0,-2.0,0.00015182278501103585
-43.0,-1.0,0.0001503514913010985
-43.0,0.0,0.00014701609526608653
-43.0,1.0,0.0001427740520779983
-43.0,2.0,0.00013856306206708028
-43.0,3.0,0.00013501983204049968
-43.0,4.0,0.0001324186542587918
-43.0,5.0,0.00013081983605890102
-43.0,6.0,0.000130277415071085
-43.0,7.0,0.00013091962723897564
-43.0,8.0,0.00013283035280601258
-43.0,9.0,0.00013583758061905108
-43.0,10.0,0.00013940492590969325
-43.0,11.0,0.00014274937337505495
-43.0,12.0,0.00014513794825121232
-43.0,13.0,0.00014618506035429552
-43.0,14.0,0.00014597043147796554
-43.0,15.0,0.00014491194440462323
-43.0,16.0,0.0001434771967385695
-43.0,17.0,0.00014191384019615846
-43.0,18.0,0.00014016535495095972
-43.0,19.0,0.00013801317816753385
-43.0,20.0,0.00013531724736049857
-43.0,21.0,0.00013213724018885288
-43.0,22.0,0.000128597816132627
-43.0,23.0,0.00012457708624992215
-43.0,24.0,0.00011948136066735472
-43.0,25.0,0.00011235213552390252
-43.0,26.0,0.00010232094735416869
-43.0,27.0,8.915766381991892e-05
-43.0,28.0,7.356453027469418e-05
-43.0,29.0,5.702501857341896e-05
-42.0,-30.0,3.628693315300454e-05
-42.0,-29.0,5.28955569951744e-05
-42.0,-28.0,7.230478496619533e-05
-42.0,-27.0,9.293590887256483e-05
-42.0,-26.0,0.00011267278764030475
-42.0,-25.0,0.00012930735665127687
-42.0,-24.0,0.0001410764943669682
-42.0,-23.0,0.00014713475299226944
-42.0,-22.0,0.000147824803186028
-42.0,-21.0,0.00014465236938914264
-42.0,-20.0,0.00013993225787769183
-42.0,-19.0,0.00013615645357324872
-42.0,-18.0,0.00013524423155410287
-42.0,-17.0,0.00013792406452076781
-42.0,-16.0,0.00014349705659781877
-42.0,-15.0,0.00015010703314823545
-42.0,-14.0,0.00015543924828377185
-42.0,-13.0,0.00015758968166719597
-42.0,-12.0,0.00015577666396579846
-42.0,-11.0,0.00015062885347638392
-42.0,-10.0,0.0001439441434302228
-42.0,-9.0,0.00013801360038425445
-42.0,-8.0,0.00013477509358240667
-42.0,-7.0,0.00013513252094243054
-42.0,-6.0,0.0001387032514055465
-42.0,-5.0,0.00014406210991689251
-42.0,-4.0,0.00014933438140201527
-42.0,-3.0,0.000152867474710183
-42.0,-2.0,0.0001537278373197328
-42.0,-1.0,0.0001518824045378165
-42.0,0.0,0.00014805459265934912
-42.0,1.0,0.00014334951236913345
-42.0,2.0,0.00013881444018809294
-42.0,3.0,0.00013512325339897621
-42.0,4.0,0.00013251270442734184
-42.0,5.0,0.00013095381598650455
-42.0,6.0,0.00013039435803406795
-42.0,7.0,0.00013087495761033717
-42.0,8.0,0.00013244119633601796
-42.0,9.0,0.00013495284877266782
-42.0,10.0,0.00013797842625210276
-42.0,11.0,0.00014088983678227517
-42.0,12.0,0.0001431096000365513
-42.0,13.0,0.0001443472501965606
-42.0,14.0,0.00014467189331645789
-42.0,15.0,0.00014438033785399112
-42.0,16.0,0.0001437511893601945
-42.0,17.0,0.00014284668973452226
-42.0,18.0,0.0001414951338482174
-42.0,19.0,0.00013946469595265258
-42.0,20.0,0.00013669045436769358
-42.0,21.0,0.00013334947142217308
-42.0,22.0,0.00012967265408950088
-42.0,23.0,0.00012559611932725837
-42.0,24.0,0.00012052638054987691
-42.0,25.0,0.00011346255073057062
-42.0,26.0,0.00010347924707499034
-42.0,27.0,9.030177946425173e-05
-42.0,28.0,7.461579250647302e-05
-42.0,29.0,5.791708280500666e-05
-41.0,-30.0,3.586528910807788e-05
-41.0,-29.0,5.257611863179312e-05
-41.0,-28.0,7.225309864222648e-05
-41.0,-27.0,9.331762648844787e-05
-41.0,-26.0,0.000113590176367513
-41.0,-25.0,0.00013074159855484555
-41.0,-24.0,0.00014286688190552277
-41.0,-23.0,0.00014901352194613085
-41.0,-22.0,0.000149500458130386
-41.0,-21.0,0.0001459093340508967
-41.0,-20.0,0.00014070529632308738
-41.0,-19.0,0.0001365493626715004
-41.0,-18.0,0.0001354863823488599
-41.0,-17.0,0.0001382826755732221
-41.0,-16.0,0.00014417811329708841
-41.0,-15.0,0.00015118045378681964
-41.0,-14.0,0.00015681517865012007
-41.0,-13.0,0.0001590551261528843
-41.0,-12.0,0.00015707962945445104
-41.0,-11.0,0.00015157853861180363
-41.0,-10.0,0.00014448873927986683
-41.0,-9.0,0.0001382656004104924
-41.0,-8.0,0.00013497395670211825
-41.0,-7.0,0.00013555775619702304
-41.0,-6.0,0.00013956933644812872
-41.0,-5.0,0.00014543451024552514
-41.0,-4.0,0.00015110002016553652
-41.0,-3.0,0.00015477313370120338
-41.0,-2.0,0.00015547192013163925
-41.0,-1.0,0.00015322164323501247
-41.0,0.0,0.00014888085328837374
-41.0,1.0,0.00014370742354171372
-41.0,2.0,0.00013885933712795158
-41.0,3.0,0.00013504427415851402
-41.0,4.0,0.00013245511909291917
-41.0,5.0,0.00013096712604112733
-41.0,6.0,0.000130417696497636
-41.0,7.0,0.0001307590588765065
-41.0,8.0,0.00013199999735848334
-41.0,9.0,0.00013403380928392873
-41.0,10.0,0.000136534378102159
-41.0,11.0,0.0001390279373146026
-41.0,12.0,0.00014109240567058146
-41.0,13.0,0.00014253419849605514
-41.0,14.0,0.00014341489947554637
-41.0,15.0,0.00014391215859187322
-41.0,16.0,0.00014411355609199864
-41.0,17.0,0.00014388924219360674
-41.0,18.0,0.000142943365495889
-41.0,19.0,0.00014102381937350535
-41.0,20.0,0.00013813930669446202
-41.0,21.0,0.00013458919320940687
-41.0,22.0,0.0001307201026010033
-41.0,23.0,0.00012653681265178748
-41.0,24.0,0.00012145472786307635
-41.0,25.0,0.00011443540553450643
-41.0,26.0,0.00010449707082492282
-41.0,27.0,9.131740810761237e-05
-41.0,28.0,7.556020473421443e-05
-41.0,29.0,5.872778851849035e-05
-40.0,-30.0,3.545164850278302e-05
-40.0,-29.0,5.2244127148237465e-05
-40.0,-28.0,7.215336099936817e-05
-40.0,-27.0,9.360267532717519e-05
-40.0,-26.0,0.00011435674753261247
-40.0,-25.0,0.0001319778062845166
-40.0,-24.0,0.0001444326602965333
-40.0,-23.0,0.00015067137756669062
-40.0,-22.0,0.0001509899543535654
-40.0,-21.0,0.00014703610033216515
-40.0,-20.0,0.00014140720527762947
-40.0,-19.0,0.00013691294674900913
-40.0,-18.0,0.0001357084148710391
-40.0,-17.0,0.00013859330009728289
-40.0,-16.0,0.00014475460386045708
-40.0,-15.0,0.00015208243393280955
-40.0,-14.0,0.00015796429055641375
-40.0,-13.0,0.000160267013391848
-40.0,-12.0,0.00015813736841471058
-40.0,-11.0,0.0001523205759576617
-40.0,-10.0,0.00014487788563665845
-40.0,-9.0,0.00013841200289210496
-40.0,-8.0,0.00013510165395314835
-40.0,-7.0,0.00013592496003160805
-40.0,-6.0,0.00014037022380877827
-40.0,-5.0,0.00014671946530933253
-40.0,-4.0,0.00015274744945735185
-40.0,-3.0,0.00015652754909287653
-40.0,-2.0,0.00015703502049944505
-40.0,-1.0,0.00015435839068231379
-40.0,0.0,0.0001494952369545482
-40.0,1.0,0.00014385806065898686
-40.0,2.0,0.00013871450539598414
-40.0,3.0,0.00013480217279907006
-40.0,4.0,0.00013226472650682924
-40.0,5.0,0.00013087694800924596
-40.0,6.0,0.00013036355850625628
-40.0,7.0,0.00013058878179098785
-40.0,8.0,0.00013152635937928718
-40.0,9.0,0.00013310413490706769
-40.0,10.0,0.00013510039694011674
-40.0,11.0,0.0001371934277076657
-40.0,12.0,0.00013911518332668514
-40.0,13.0,0.00014077043401261225
-40.0,14.0,0.00014221723761960795
-40.0,15.0,0.0001435177604114213
-40.0,16.0,0.0001445683864182445
-40.0,17.0,0.00014504165246751916
-40.0,18.0,0.00014450861523980022
-40.0,19.0,0.00014268886791251809
-40.0,20.0,0.00013966178713047722
-40.0,21.0,0.0001358527941056177
-40.0,22.0,0.0001317332789528835
-40.0,23.0,0.0001273877555887846
-40.0,24.0,0.00012225021475437158
-40.0,25.0,0.00011525064876598426
-40.0,26.0,0.0001053523170378228
-40.0,27.0,9.2182578821885e-05
-40.0,28.0,7.637789634644186e-05
-40.0,29.0,5.944069497348415e-05
-39.0,-30.0,3.505848927187494e-05
-39.0,-29.0,5.1910556960618924e-05
-39.0,-28.0,7.20109928810101e-05
-39.0,-27.0,9.378678632282823e-05
-39.0,-26.0,0.00011495604675422304
-39.0,-25.0,0.00013298812182834294
-39.0,-24.0,0.000145739261020805
-39.0,-23.0,0.00015207467650948397
-39.0,-22.0,0.00015226873087704495
-39.0,-21.0,0.00014802292626663998
-39.0,-20.0,0.00014204417701746825
-39.0,-19.0,0.000137265317133299
-39.0,-18.0,0.00013593260064752465
-39.0,-17.0,0.00013887358652664067
-39.0,-16.0,0.000145232772467757
-39.0,-15.0,0.00015280528724248327
-39.0,-14.0,0.00015886738866983125
-39.0,-13.0,0.0001612009004145404
-39.0,-12.0,0.00015892779427827074
-39.0,-11.0,0.00015284124697883278
-39.0,-10.0,0.0001451084122854109
-39.0,-9.0,0.00013845784358411343
-39.0,-8.0,0.0001351656449724597
-39.0,-7.0,0.00013623719138604006
-39.0,-6.0,0.0001410994754375811
-39.0,-5.0,0.0001478997469245118
-39.0,-4.0,0.0001542517276491616
-39.0,-3.0,0.00015810434196188004
-39.0,-2.0,0.00015839638587668157
-39.0,-1.0,0.0001552827644601342
-39.0,0.0,0.00014990046791689133
-39.0,1.0,0.00014381484823521574
-39.0,2.0,0.00013839979467239493
-39.0,3.0,0.00013441850830281008
-39.0,4.0,0.0001319613208144811
-39.0,5.0,0.00013069993016829416
-39.0,6.0,0.00013024608070135897
-39.0,7.0,0.00013037765776628628
-39.0,8.0,0.00013103536094770464
-39.0,9.0,0.00013218187191818952
-39.0,10.0,0.0001336975031114609
-39.0,11.0,0.00013540869264280984
-39.0,12.0,0.00013719883808256575
-39.0,13.0,0.00013907220632255752
-39.0,14.0,0.00014108812333029407
-39.0,15.0,0.00014319863999893583
-39.0,16.0,0.0001451107102048329
-39.0,17.0,0.00014629512458109697
-39.0,18.0,0.00014618119785683918
-39.0,19.0,0.00014445137044371095
-39.0,20.0,0.00014125124196284433
-39.0,21.0,0.00013713457137018957
-39.0,22.0,0.00013270571549591932
-39.0,23.0,0.00012814001891658103
-39.0,24.0,0.00012290050859006493
-39.0,25.0,0.0001158927032589557
-39.0,26.0,0.00010602731955705453
-39.0,27.0,9.287925145861142e-05
-39.0,28.0,7.705217323876778e-05
-39.0,29.0,6.0041724006976526e-05
-38.0,-30.0,3.469674379484003e-05
-38.0,-29.0,5.158492547109543e-05
-38.0,-28.0,7.18304257439306e-05
-38.0,-27.0,9.386553592742922e-05
-38.0,-26.0,0.00011537249445779847
-38.0,-25.0,0.000133746472682171
-38.0,-24.0,0.00014675434036302756
-38.0,-23.0,0.00015319172223254003
-38.0,-22.0,0.00015331316704659027
-38.0,-21.0,0.00014885954335192657
-38.0,-20.0,0.00014262043003540446
-38.0,-19.0,0.00013762171631348093
-38.0,-18.0,0.00013617839077798897
-38.0,-17.0,0.00013913944781191834
-38.0,-16.0,0.0001456189869267612
-38.0,-15.0,0.0001533435415684498
-38.0,-14.0,0.0001595091815873967
-38.0,-13.0,0.00016183704963078772
-38.0,-12.0,0.00015943327092913208
-38.0,-11.0,0.00015313015598078733
-38.0,-10.0,0.0001451788882654435
-38.0,-9.0,0.00013840831135922667
-38.0,-8.0,0.00013517228064379054
-38.0,-7.0,0.00013649560882883892
-38.0,-6.0,0.00014174844826525234
-38.0,-5.0,0.0001489560789967991
-38.0,-4.0,0.0001555864613458412
-38.0,-3.0,0.00015947666913027826
-38.0,-2.0,0.00015953604381772828
-38.0,-1.0,0.00015598691467203673
-38.0,0.0,0.00015010225115192897
-38.0,1.0,0.00014359457149601924
-38.0,2.0,0.00013793811886991293
-38.0,3.0,0.00013391701485005215
-38.0,4.0,0.00013156561038865237
-38.0,5.0,0.0001304522485592736
-38.0,6.0,0.00013007758908368353
-38.0,7.0,0.00013013618505391717
-38.0,8.0,0.00013053794236843514
-38.0,9.0,0.00013127994497062905
-38.0,10.0,0.000132340778503925
-38.0,11.0,0.00013368958735451468
-38.0,12.0,0.0001353573877520477
-38.0,13.0,0.00013744866767155918
-38.0,14.0,0.00014002947464619665
-38.0,15.0,0.00014294872872300094
-38.0,16.0,0.00014572774767228678
-38.0,17.0,0.00014763310249666845
-38.0,18.0,0.0001479443445668812
-38.0,19.0,0.00014629728774454638
-38.0,20.0,0.00014289775675496014
-38.0,21.0,0.00013842834403798588
-38.0,22.0,0.0001336332524989229
-38.0,23.0,0.00012878931255170132
-38.0,24.0,0.00012339948079430484
-38.0,25.0,0.00011635288524733546
-38.0,26.0,0.00010651119303714567
-38.0,27.0,9.339544833813014e-05
-38.0,28.0,7.757132861956847e-05
-38.0,29.0,6.052059390179051e-05
-37.0,-30.0,3.4375604451112984e-05
-37.0,-29.0,5.127528897568424e-05
-37.0,-28.0,7.161547354142883e-05
-37.0,-27.0,9.383526893043012e-05
-37.0,-26.0,0.00011559294438534986
-37.0,-25.0,0.00013423068836555642
-37.0,-24.0,0.0001474501911628005
-37.0,-23.0,0.00015399507817765497
-37.0,-22.0,0.00015410239393668585
-37.0,-21.0,0.00014953619635012943
-37.0,-20.0,0.0001431384432474103
-37.0,-19.0,0.0001379941656533424
-37.0,-18.0,0.00013646187411269018
-37.0,-17.0,0.0001394047674320164
-37.0,-16.0,0.00014592002224604605
-37.0,-15.0,0.0001536949159243799
-37.0,-14.0,0.00015987982599816467
-37.0,-13.0,0.00016216223106169399
-37.0,-12.0,0.0001596423049399402
-37.0,-11.0,0.00015318152683641738
-37.0,-10.0,0.0001450904243380659
-37.0,-9.0,0.00013826917185049662
-37.0,-8.0,0.00013512711999467898
-37.0,-7.0,0.00013669999204625694
-37.0,-6.0,0.00014230724078583514
-37.0,-5.0,0.00014986854713408074
-37.0,-4.0,0.00015672551621113398
-37.0,-3.0,0.0001606189375560724
-37.0,-2.0,0.00016043620371687827
-37.0,-1.0,0.00015646589728875878
-37.0,0.0,0.0001501095715971041
-37.0,1.0,0.00014321722066346838
-37.0,2.0,0.0001373550616843796
-37.0,3.0,0.0001333231912884434
-37.0,4.0,0.00013109894995347866
-37.0,5.0,0.00013014955114026104
-37.0,6.0,0.00012986875280740566
-37.0,7.0,0.00012987215788214194
-37.0,8.0,0.00013004138129261164
-37.0,9.0,0.00013040677421372802
-37.0,10.0,0.00013104014122057966
-37.0,11.0,0.0001320463900086228
-37.0,12.0,0.00013359909820387418
-37.0,13.0,0.00013590316962540188
-37.0,14.0,0.00013903732101786128
-37.0,15.0,0.00014275584776904892
-37.0,16.0,0.00014640034508935844
-37.0,17.0,0.00014903264049858825
-37.0,18.0,0.00014977549630228946
-37.0,19.0,0.0001482082546984346
-37.0,20.0,0.00014458940257542597
-37.0,21.0,0.00013972876853095092
-37.0,22.0,0.00013451547612666843
-37.0,23.0,0.00012933756695296413
-37.0,24.0,0.00012374890988967307
-37.0,25.0,0.00011663116524541151
-37.0,26.0,0.00010680155869443034
-37.0,27.0,9.372684429310067e-05
-37.0,28.0,7.793001291019465e-05
-37.0,29.0,6.087191897334867e-05
-36.0,-30.0,3.410236737354398e-05
-36.0,-29.0,5.098825182229857e-05
-36.0,-28.0,7.136966979606235e-05
-36.0,-27.0,9.369391858365421e-05
-36.0,-26.0,0.00011560806411399411
-36.0,-25.0,0.00013442437543601326
-36.0,-24.0,0.00014780588080600318
-36.0,-23.0,0.00015446361768606126
-36.0,-22.0,0.00015461989316172827
-36.0,-21.0,0.000150044543777914
-36.0,-20.0,0.0001435991191564375
-36.0,-19.0,0.00013839107667883903
-36.0,-18.0,0.00013679518041532859
-36.0,-17.0,0.00013968097595165827
-36.0,-16.0,0.00014614310137357452
-36.0,-15.0,0.00015386093434740597
-36.0,-14.0,0.00015997601687122408
-36.0,-13.0,0.00016217103606828143
-36.0,-12.0,0.000159550778667828
-36.0,-11.0,0.000152995120554613
-36.0,-10.0,0.000144847200592823
-36.0,-9.0,0.0001380470177604674
-36.0,-8.0,0.00013503515430673355
-36.0,-7.0,0.00013684922315636657
-36.0,-6.0,0.0001427656241969944
-36.0,-5.0,0.0001506179907770763
-36.0,-4.0,0.00015764468120849282
-36.0,-3.0,0.00016150841695737698
-36.0,-2.0,0.00016108248265410866
-36.0,-1.0,0.00015671829399182692
-36.0,0.0,0.00014993467922902383
-36.0,1.0,0.00014270549518339832
-36.0,2.0,0.00013667815896885172
-36.0,3.0,0.00013266362253869742
-36.0,4.0,0.00013058288378113
-36.0,5.0,0.00012980679845105725
-36.0,6.0,0.00012962871080585847
-36.0,7.0,0.0001295910255808237
-36.0,8.0,0.00012954983191178486
-36.0,9.0,0.00012956696652739063
-36.0,10.0,0.00012980118654528055
-36.0,11.0,0.00013048480328272614
-36.0,12.0,0.00013192765387870623
-36.0,13.0,0.00013443459605359188
-36.0,14.0,0.00013810327065657746
-36.0,15.0,0.00014260325860562155
-36.0,16.0,0.00014710453858652665
-36.0,17.0,0.00015046590400719792
-36.0,18.0,0.00015164767644749202
-36.0,19.0,0.00015016278918636225
-36.0,20.0,0.0001463132848602751
-36.0,21.0,0.00014103226793429143
-36.0,22.0,0.00013535658930323042
-36.0,23.0,0.00012979380472993523
-36.0,24.0,0.0001239593901147239
-36.0,25.0,0.00011673711551061074
-36.0,26.0,0.0001069054992816478
-36.0,27.0,9.387767715233137e-05
-36.0,28.0,7.81300451961181e-05
-36.0,29.0,6.109588149391094e-05
-35.0,-30.0,3.3882330061089434e-05
-35.0,-29.0,5.072899403158325e-05
-35.0,-28.0,7.109655263419539e-05
-35.0,-27.0,9.344167279846687e-05
-35.0,-26.0,0.00011541344665762171
-35.0,-25.0,0.00013431842566758129
-35.0,-24.0,0.0001478089736724921
-35.0,-23.0,0.00015458417935100167
-35.0,-22.0,0.00015485478971369256
-35.0,-21.0,0.00015037838161689106
-35.0,-20.0,0.00014400189600661343
-35.0,-19.0,0.00013881688777960056
-35.0,-18.0,0.00013718590469041217
-35.0,-17.0,0.00013997655898090943
-35.0,-16.0,0.00014629571673213266
-35.0,-15.0,0.00015384715577704099
-35.0,-14.0,0.00015980156709764006
-35.0,-13.0,0.00016186663097784353
-35.0,-12.0,0.00015916266165946717
-35.0,-11.0,0.00015257673826792119
-35.0,-10.0,0.00014445671621741266
-35.0,-9.0,0.00013774936634813203
-35.0,-8.0,0.00013490096339831316
-35.0,-7.0,0.00013694173631083843
-35.0,-6.0,0.00014311393609502568
-35.0,-5.0,0.00015118732443801603
-35.0,-4.0,0.00015832321424650927
-35.0,-3.0,0.00016212668161903036
-35.0,-2.0,0.00016146491096368247
-35.0,-1.0,0.0001567465722547363
-35.0,0.0,0.00014959279253420047
-35.0,1.0,0.00014208402826925014
-35.0,2.0,0.00013593592888180752
-35.0,3.0,0.00013196509776610584
-35.0,4.0,0.0001300385474556093
-35.0,5.0,0.00012943802671333793
-35.0,6.0,0.00012936517677326366
-35.0,7.0,0.0001292962704191487
-35.0,8.0,0.00012906490312274778
-35.0,9.0,0.00012876204497993827
-35.0,10.0,0.00012862604805772085
-35.0,11.0,0.00012900694971597048
-35.0,12.0,0.00013034330069603778
-35.0,13.0,0.00013303866554027657
-35.0,14.0,0.0001372159695679355
-35.0,15.0,0.0001424712466275951
-35.0,16.0,0.00014781319169750713
-35.0,17.0,0.00015190175520966214
-35.0,18.0,0.0001535309045916873
-35.0,19.0,0.00015213743250035866
-35.0,20.0,0.00014805635807880143
-35.0,21.0,0.00014233753189092917
-35.0,22.0,0.0001361656633031759
-35.0,23.0,0.00013017424061444104
-35.0,24.0,0.00012405037584305463
-35.0,25.0,0.00011668996994828497
-35.0,26.0,0.00010683966937308686
-35.0,27.0,9.386090966872727e-05
-35.0,28.0,7.818060604540729e-05
-35.0,29.0,6.119842700960317e-05
-34.0,-30.0,3.371875608246769e-05
-34.0,-29.0,5.0501323039938674e-05
-34.0,-28.0,7.079988620441547e-05
-34.0,-27.0,9.308144798487418e-05
-34.0,-26.0,0.00011501038282137288
-34.0,-25.0,0.0001339120591081777
-34.0,-24.0,0.00014745672647258027
-34.0,-23.0,0.0001543527255468049
-34.0,-22.0,0.0001548027693536107
-34.0,-21.0,0.00015053416945919802
-34.0,-20.0,0.00014434483905466432
-34.0,-19.0,0.0001392717949747471
-34.0,-18.0,0.00013763663737975944
-34.0,-17.0,0.00014029657268445594
-34.0,-16.0,0.00014638528155022038
-34.0,-15.0,0.00015366303473683747
-34.0,-14.0,0.0001593674628179346
-34.0,-13.0,0.00016126092337088844
-34.0,-12.0,0.00015849017766422094
-34.0,-11.0,0.00015193830501808683
-34.0,-10.0,0.00014392977844153036
-34.0,-9.0,0.0001373846347566043
-34.0,-8.0,0.00013472883208405793
-34.0,-7.0,0.00013697594319314827
-34.0,-6.0,0.00014334391281648607
-34.0,-5.0,0.00015156273397918935
-34.0,-4.0,0.00015874519973207814
-34.0,-3.0,0.00016246081963934222
-34.0,-2.0,0.0001615786862855067
-34.0,-1.0,0.0001565571983420894
-34.0,0.0,0.00014910157625127265
-34.0,1.0,0.00014137841722631453
-34.0,2.0,0.0001351567445065826
-34.0,3.0,0.00013125360982808854
-34.0,4.0,0.0001294859896945457
-34.0,5.0,0.0001290560674022223
-34.0,6.0,0.00012908453138277175
-34.0,7.0,0.0001289897935690679
-34.0,8.0,0.0001285862515616292
-34.0,9.0,0.00012799118330602776
-34.0,10.0,0.0001275142390790586
-34.0,11.0,0.0001276123154745661
-34.0,12.0,0.00012884391098404524
-34.0,13.0,0.00013170914861569168
-34.0,14.0,0.00013636249507414317
-34.0,15.0,0.0001423386810256054
-34.0,16.0,0.0001484976537559131
-34.0,17.0,0.00015330737879829865
-34.0,18.0,0.00015539361800875247
-34.0,19.0,0.0001541078009244334
-34.0,20.0,0.0001498059982113243
-34.0,21.0,0.0001436455892173617
-34.0,22.0,0.00013695627909580276
-34.0,23.0,0.00013050162245271975
-34.0,24.0,0.00012404937521073774
-34.0,25.0,0.00011651780839704274
-34.0,26.0,0.00010662956999728278
-34.0,27.0,9.369764842759023e-05
-34.0,28.0,7.809781391432363e-05
-34.0,29.0,6.119098272279664e-05
-33.0,-30.0,3.3612915349777965e-05
-33.0,-29.0,5.0307753705837405e-05
-33.0,-28.0,7.048381190477507e-05
-33.0,-27.0,9.261914658307943e-05
-33.0,-26.0,0.0001144062491612184
-33.0,-25.0,0.00013321333796457636
-33.0,-24.0,0.0001467566835028271
-33.0,-23.0,0.00015377493827300367
-33.0,-22.0,0.00015446657902743274
-33.0,-21.0,0.00015051135416679456
-33.0,-20.0,0.00014462474536162067
-33.0,-19.0,0.00013975164271038589
-33.0,-18.0,0.0001381446827894004
-33.0,-17.0,0.00014064224850491073
-33.0,-16.0,0.0001464186784889992
-33.0,-15.0,0.00015332145994464147
-33.0,-14.0,0.00015869142301847553
-33.0,-13.0,0.00016037415897710014
-33.0,-12.0,0.00015755344463283402
-33.0,-11.0,0.00015109755876396757
-33.0,-10.0,0.00014328026354325235
-33.0,-9.0,0.0001369620283276475
-33.0,-8.0,0.00013452285223426226
-33.0,-7.0,0.00013695063730649587
-33.0,-6.0,0.00014344943358628206
-33.0,-5.0,0.00015173469489169016
-33.0,-4.0,0.00015890065408596176
-33.0,-3.0,0.00016250435746223362
-33.0,-2.0,0.00016142465750294496
-33.0,-1.0,0.0001561605304514548
-33.0,0.0,0.0001484804644781164
-33.0,1.0,0.0001406141596367229
-33.0,2.0,0.00013436765645092968
-33.0,3.0,0.00013055333055112783
-33.0,4.0,0.00012894348248048033
-33.0,5.0,0.00012867226090222428
-33.0,6.0,0.00012879191179392507
-33.0,7.0,0.0001286722987724532
-33.0,8.0,0.00012811216634404604
-33.0,9.0,0.00012725191565395418
-33.0,10.0,0.0001264634417310503
-33.0,11.0,0.00012629860791945252
-33.0,12.0,0.00012742593303281507
-33.0,13.0,0.00013043895786400564
-33.0,14.0,0.00013552963620811398
-33.0,15.0,0.00014218449863812084
-33.0,16.0,0.00014912938642038128
-33.0,17.0,0.00015464990154400625
-33.0,18.0,0.0001572040691905003
-33.0,19.0,0.0001560495385271993
-33.0,20.0,0.0001515503489915946
-33.0,21.0,0.00014495949548429534
-33.0,22.0,0.00013774562376809028
-33.0,23.0,0.00013080389572864588
-33.0,24.0,0.00012399038517500686
-33.0,25.0,0.00011625595928319478
-33.0,26.0,0.00010630807601752418
-33.0,27.0,9.341589678186432e-05
-33.0,28.0,7.79037473926106e-05
-33.0,29.0,6.108974551756477e-05
-32.0,-30.0,3.356420204346775e-05
-32.0,-29.0,5.014961767991809e-05
-32.0,-28.0,7.015292709011059e-05
-32.0,-27.0,9.206368954277606e-05
-32.0,-26.0,0.0001136144942399779
-32.0,-25.0,0.0001322391259106463
-32.0,-24.0,0.00014572664262731992
-32.0,-23.0,0.00015286622715581703
-32.0,-22.0,0.00015385609838799085
-32.0,-21.0,0.00015031249979110647
-32.0,-20.0,0.00014483729452722952
-32.0,-19.0,0.00014024802856824682
-32.0,-18.0,0.00013870203488615173
-32.0,-17.0,0.00014101076376342878
-32.0,-16.0,0.0001464017828160291
-32.0,-15.0,0.00015283804393307577
-32.0,-14.0,0.0001577970300539857
