id,x,y,z,2dKDE,3dKDE
0.0,41.151863,10.414051,-1.218921,0.00012071417151918535,2.8609434934755417e-05
0.0,41.07579,10.415476,-1.212089,0.00012076129984155258,2.8740549181555442e-05
0.0,41.0,10.409272,-1.213944,0.00012081169051898083,2.872995039659295e-05
0.0,40.652229,10.417527,-1.222102,0.00012102766622354396,2.8692454878543858e-05
0.0,40.573429,10.419385,-1.214524,0.00012107687907201556,2.883171515858645e-05
0.0,40.5,10.413482,-1.215814,0.00012112572844854084,2.882377434574871e-05
0.0,40.157642,10.421662,-1.220752,0.0001213405723434007,2.881179588303033e-05
0.0,40.075592,10.423519,-1.212291,0.00012139232878773663,2.8959237038025826e-05
0.0,40.0,10.41748,-1.21333,0.00012144258408150223,2.895008434113157e-05
0.0,39.666328,10.426785,-1.217032,0.0001216532553970341,2.8934024161612345e-05
0.0,39.579903,10.428864,-1.207842,0.00012170810166902011,2.908579398349937e-05
0.0,39.5,10.42275,-1.208476,0.00012176098765716788,2.907774068237361e-05
0.0,39.178024,10.432247,-1.210552,0.00012196520051431003,2.906442699161094e-05
0.0,39.087555,10.434958,-1.199944,0.00012202268223833506,2.922892054278915e-05
0.0,39.0,10.428064,-1.200195,0.0001220803182305247,2.922043015949088e-05
0.0,38.693501,10.438268,-1.200742,0.00012227474809087542,2.9209909289712774e-05
0.0,38.597965,10.441237,-1.189197,0.0001223354067754652,2.9376415459737944e-05
0.0,38.5,10.434277,-1.188727,0.00012239911274641548,2.937123910346994e-05
0.0,38.213303,10.444876,-1.187071,0.00012258031822758017,2.9374322352559224e-05
0.0,38.11264,10.448519,-1.174047,0.0001226438615488914,2.9546688970167882e-05
0.0,38.0,10.441027,-1.173057,0.00012271601875088703,2.9538692904940243e-05
0.0,37.738308,10.452859,-1.169434,0.00012287999332673846,2.9553219878902747e-05
0.0,37.631432,10.457372,-1.15465,0.00012294678927586146,2.9729598162118842e-05
0.0,37.5,10.449078,-1.152415,0.00012302937535672742,2.9723828069816774e-05
0.0,37.266323,10.461136,-1.148992,0.00012317393276455043,2.9722109954279745e-05
0.0,37.152367,10.466585,-1.13304,0.00012324411974098685,2.988948141131785e-05
0.0,37.0,10.458462,-1.129597,0.00012333753837232025,2.988058039103969e-05
0.0,36.799267,10.470599,-1.124679,0.00012345953215439824,2.988736136216669e-05
0.0,36.678341,10.477773,-1.106228,0.00012353259747804402,3.0054388577780444e-05
0.0,36.5,10.469091,-1.101185,0.00012363875267166848,3.003795856213083e-05
0.0,36.335712,10.480165,-1.096854,0.00012373630649423277,3.0032613414232976e-05
0.0,36.207321,10.488898,-1.076314,0.0001238120171671014,3.0185818838869038e-05
0.0,36.0,10.480849,-1.068166,0.0001239311683569831,3.0167094008561116e-05
0.0,35.877716,10.490407,-1.063986,0.00012400172768682296,3.016095245948706e-05
0.0,35.741642,10.50123,-1.040887,0.00012407966186034862,3.0294005185346844e-05
0.0,35.5,10.493755,-1.030636,0.00012421289373313978,3.0250135436850516e-05
0.0,35.422955,10.500544,-1.027669,0.0001242558138961856,3.0241281211288546e-05
0.0,35.279179,10.513964,-1.002137,0.00012433537393329773,3.0343949310963942e-05
0.0,35.0,10.509223,-0.987739,0.00012448224694726882,3.0276619749426897e-05
0.0,34.973938,10.51188,-0.986653,0.00012449618619549303,3.0271614950437023e-05
0.0,34.884789,10.521873,-0.969984,0.00012454378483173003,3.031379317719072e-05
0.0,34.821117,10.528642,-0.958845,0.00012457750348588881,3.0333347094645227e-05
0.0,34.5317,10.526798,-0.942308,0.0001247219016243542,3.023553837053925e-05
0.0,34.5,10.526366,-0.936447,0.00012473733628930023,3.0236030827812247e-05
0.0,34.366726,10.5421,-0.911768,0.00012480478959386138,3.0243845201201533e-05
0.0,34.095097,10.543382,-0.89385,0.0001249326284193111,3.0126519296537726e-05
0.0,34.0,10.543063,-0.87502,0.0001249759653235441,3.0094898174029583e-05
0.0,33.917526,10.55383,-0.859328,0.00012501531499900303,3.0071141587160186e-05
0.0,33.661552,10.558553,-0.840788,0.00012512820332392073,2.9934524486933175e-05
0.0,33.5,10.560712,-0.806044,0.00012519665206758114,2.982468911597758e-05
0.0,33.474083,10.564577,-0.800947,0.00012520822846204965,2.9809185611718458e-05
0.0,33.232689,10.572235,-0.781372,0.00012530712611954616,2.9656891906630622e-05
0.0,33.201408,10.573161,-0.774194,0.00012531957906606838,2.962866835602772e-05
0.0,33.038105,10.577223,-0.734858,0.00012538308870110567,2.945908799006605e-05
0.0,33.0,10.574408,-0.731742,0.0001253967092538649,2.9427144891676214e-05
0.0,32.809288,10.583799,-0.714142,0.00012546849175128018,2.9291420362619792e-05
0.0,32.607349,10.593336,-0.663381,0.00012554100524811077,2.904039962691814e-05
0.0,32.5,10.5867,-0.653292,0.00012557530458368247,2.8944759564627388e-05
0.0,32.388252,10.593593,-0.642664,0.00012561319028605425,2.886411351535068e-05
0.0,32.179726,10.607124,-0.588672,0.0001256810780688613,2.8588923168962507e-05
0.0,32.0,10.599608,-0.570106,0.00012573183909490534,2.84362707591085e-05
0.0,31.969835,10.602021,-0.56708,0.00012574093079337236,2.841674130764315e-05
0.0,31.884224,10.610002,-0.544116,0.00012576655124409407,2.831017499203478e-05
0.0,31.754463,10.621846,-0.511522,0.00012580406268600008,2.816327369831993e-05
0.0,31.558361,10.616251,-0.490273,0.0001258521737614601,2.8023271314584093e-05
0.0,31.5,10.614011,-0.475424,0.00012586570226498823,2.7955098721895824e-05
0.0,31.330818,10.632804,-0.432704,0.0001259088479890258,2.781457356819456e-05
0.0,31.149122,10.630642,-0.411324,0.0001259470256526955,2.772353384364207e-05
0.0,31.0,10.627673,-0.371214,0.0001259758454623143,2.761404244307197e-05
0.0,30.912367,10.638811,-0.348524,0.00012599456950063113,2.7586689874073225e-05
0.0,30.738689,10.639588,-0.32803,0.0001260249309597577,2.7556125566730643e-05
0.0,30.5,10.640089,-0.261399,0.00012606195934855316,2.753868723044528e-05
0.0,30.49741,10.640471,-0.260739,0.00012606240516008216,2.7539692581832876e-05
0.0,30.475,10.640882,-0.258065,0.00012606567497931755,2.7543343624872724e-05
0.0,30.327503,10.643016,-0.239862,0.00012608591173159924,2.75742806493935e-05
0.0,30.087967,10.645514,-0.16726,0.00012611428906195493,2.7730245312637232e-05
0.0,30.0,10.637789,-0.157002,0.00012612199544166584,2.7764663523486162e-05
0.0,29.91544,10.640649,-0.146663,0.0001261304166089392,2.7820738504384857e-05
0.0,29.676304,10.649259,-0.076073,0.00012615069841178452,2.815169386653199e-05
0.0,29.5,10.635925,-0.05521,0.00012615980286312105,2.8292628967790573e-05
0.0,29.499439,10.635954,-0.055146,0.00012615983659572866,2.8293221066960014e-05
0.0,29.497801,10.636057,-0.054673,0.0001261599370151153,2.8296199664459467e-05
0.0,29.259554,10.650705,0.009861,0.0001261718662134315,2.8751583338122218e-05
0.0,29.086372,10.640746,0.029683,0.00012617532054399417,2.8942309602442352e-05
0.0,29.0,10.634738,0.051952,0.0001261761911552144,2.910840730582173e-05
0.0,28.840378,10.647595,0.093293,0.00012617787762131565,2.9478283121711098e-05
0.0,28.665873,10.640166,0.112342,0.00012617593700471556,2.9706061977394703e-05
0.0,28.5,10.631927,0.155375,0.00012617213196175554,3.0076812849268355e-05
0.0,28.419582,10.639394,0.175052,0.000126169795367851,3.0274379367305472e-05
0.0,28.238379,10.633889,0.193616,0.00012616236364158462,3.052933338694197e-05
0.0,28.0,10.625103,0.253741,0.00012614934205296797,3.1064743909142714e-05
0.0,27.996565,10.62547,0.254518,0.0001261491090031624,3.107282944657947e-05
0.0,27.959736,10.624845,0.258064,0.0001261467398685919,3.11255024375352e-05
0.0,27.803955,10.621893,0.273593,0.00012613575881073024,3.135065600881281e-05
0.0,27.572206,10.61662,0.332599,0.00012611668987849324,3.1840149076886625e-05
0.0,27.5,10.60798,0.338395,0.00012611085781713435,3.192027919069552e-05
0.0,27.363041,10.607395,0.349435,0.00012609733679699755,3.21051815492595e-05
0.0,27.138727,10.606598,0.401267,0.00012607275958211985,3.250095267260675e-05
0.0,27.0,10.591559,0.410545,0.00012605873999310604,3.264269058709354e-05
0.0,26.912811,10.592348,0.41622,0.00012604768174186935,3.2752780155959726e-05
0.0,26.697464,10.59552,0.461898,0.00012601831737385442,3.305926129095194e-05
0.0,26.5,10.576985,0.473514,0.00012599460821803744,3.3248108398746885e-05
0.0,26.456072,10.577822,0.475754,0.00012598791088338205,3.330040213067811e-05
0.0,26.249367,10.583239,0.515474,0.00012595471103532345,3.352740311460893e-05
0.0,26.0,10.562154,0.526934,0.00012592094803391934,3.37514276826973e-05
0.0,25.990707,10.562449,0.527251,0.00012591930698596245,3.376223318416832e-05
0.0,25.94569,10.564407,0.534839,0.00012591112152604767,3.3805130081127984e-05
0.0,25.791744,10.570569,0.55922,0.0001258826492217421,3.393839376094317e-05
0.0,25.518419,10.550128,0.568476,0.00012584212929337086,3.41782836321237e-05
0.0,25.5,10.54866,0.571239,0.0001258394230435005,3.418731851353913e-05
0.0,25.326456,10.556897,0.595052,0.0001258041414072927,3.431631756023753e-05
0.0,25.036638,10.538176,0.599526,0.00012575819646002103,3.458131443403428e-05
0.0,25.0,10.535718,0.604306,0.00012575243208413152,3.4596338512742386e-05
0.0,24.852921,10.543934,0.62237,0.00012572004212911553,3.469366489961883e-05
0.0,24.548937,10.52704,0.623626,0.0001256696765751377,3.498080371557269e-05
0.0,24.5,10.52422,0.629463,0.00012566167070864027,3.4997983417459124e-05
0.0,24.37258,10.532383,0.642661,0.0001256318601892287,3.5082519081408906e-05
0.0,24.05505,10.518498,0.638685,0.0001255772603687448,3.540498717900399e-05
0.0,24.0,10.515863,0.644157,0.00012556804013789046,3.542690663097747e-05
0.0,23.883701,10.524179,0.654143,0.00012553966031486654,3.550982218681578e-05
0.0,23.555008,10.511745,0.645557,0.0001254831314006352,3.585336277384521e-05
0.0,23.5,10.509514,0.650117,0.00012547395003186174,3.587869063087288e-05
0.0,23.387459,10.518236,0.658021,0.00012544585692565597,3.5966021657105845e-05
0.0,23.049551,10.507943,0.643819,0.00012538843647512458,3.632264809519972e-05
0.0,23.0,10.506426,0.647269,0.00012538023719154787,3.634893107099776e-05
0.0,22.883831,10.516629,0.654277,0.00012535062983787685,3.644535198130722e-05
0.0,22.545668,10.510493,0.637199,0.0001252934101307892,3.67822919668117e-05
0.0,22.5,10.509602,0.639916,0.00012528596895989384,3.68088950576491e-05
0.0,22.375637,10.521156,0.645818,0.0001252545607819808,3.6917269439349784e-05
0.0,22.040316,10.517522,0.624475,0.00012520018352077682,3.7214409111730224e-05
0.0,22.0,10.516939,0.626502,0.0001251940163947692,3.7238808263227837e-05
0.0,21.862535,10.531122,0.632295,0.00012515953112750223,3.7360362727101625e-05
0.0,21.539915,10.530766,0.610497,0.00012510961047146782,3.7589592152058536e-05
0.0,21.5,10.530562,0.612253,0.00012510384492234587,3.7613938491424514e-05
0.0,21.348955,10.546533,0.618276,0.00012506773636880206,3.774384256178937e-05
0.0,21.043562,10.548289,0.596314,0.00012502422718151164,3.7898328649573534e-05
0.0,21.0,10.54824,0.597979,0.00012501861189658913,3.792362900801301e-05
0.0,20.8354,10.566932,0.604282,0.00012498100129833557,3.8061801548353793e-05
0.0,20.553711,10.569588,0.584978,0.00012494574999978242,3.8147087052645094e-05
0.0,20.5,10.569892,0.587288,0.0001249396351743061,3.8177826641333425e-05
0.0,20.325348,10.590179,0.593906,0.00012490290323349581,3.831768833749699e-05
0.0,20.070118,10.594766,0.576127,0.000124874733099342,3.834808557008194e-05
0.0,20.0,10.595366,0.578963,0.00012486817607831622,3.838532403213917e-05
0.0,19.818394,10.61698,0.586728,0.0001248337045569446,3.852756043219516e-05
0.0,19.592257,10.621125,0.571981,0.00012481413318189436,3.851976043654907e-05
0.0,19.5,10.622204,0.57605,0.0001248074991262088,3.856750906176352e-05
0.0,19.315971,10.644218,0.584227,0.000124777061885341,3.870542952897675e-05
0.0,19.118793,10.647564,0.572296,0.00012476524458562342,3.867514922846639e-05
0.0,19.0,10.648996,0.578114,0.0001247597097702965,3.873571244956785e-05
0.0,18.818617,10.670709,0.586959,0.00012473444036248388,3.886831482446899e-05
0.0,18.650555,10.674206,0.577794,0.00012472813438122384,3.883235274888954e-05
0.0,18.5,10.676406,0.586498,0.00012472470446068436,3.89132120487046e-05
0.0,18.327255,10.697232,0.595876,0.00012470512544850311,3.9037866465202246e-05
0.0,18.186769,10.699845,0.588917,0.00012470380978856302,3.900191593613327e-05
0.0,18.0,10.702268,0.5998,0.00012470476617927235,3.909391673460955e-05
0.0,17.839445,10.721725,0.608458,0.00012469076779599603,3.920128797646053e-05
0.0,17.724106,10.723857,0.602867,0.00012469269126181169,3.916652974750246e-05
0.0,17.5,10.726972,0.616729,0.00012469949412990163,3.927276110854468e-05
0.0,17.3554,10.744442,0.624928,0.0001246907251939551,3.936426039454693e-05
0.0,17.26351,10.74617,0.620688,0.0001246945514466219,3.9335358401020784e-05
0.0,17.0,10.750193,0.638393,0.0001247088902851036,3.945718907691419e-05
0.0,16.875975,10.76544,0.646166,0.00012470423735368952,3.9533676437267686e-05
0.0,16.805845,10.766806,0.643255,0.0001247088044109424,3.951363772153475e-05
0.0,16.5,10.771516,0.665268,0.0001247327877880664,3.9645774730796366e-05
0.0,16.400339,10.784298,0.671317,0.00012473089782548096,3.970034279859959e-05
0.0,16.349451,10.785459,0.669164,0.00012473520432839034,3.9686716159003335e-05
0.0,16.0,10.791745,0.695156,0.0001247696198017738,3.982021846595703e-05
0.0,15.927746,10.801327,0.699608,0.00012476951872985095,3.9855713338499574e-05
0.0,15.8942,10.802149,0.698262,0.00012477300373652016,3.9848442497160646e-05
0.0,15.5,10.8114,0.729788,0.00012481786502542596,3.998226516505662e-05
0.0,15.459456,10.816877,0.732341,0.00012481850336446026,3.999950076702079e-05
0.0,15.441643,10.817414,0.7316,0.00012482059121499218,3.9996819403673095e-05
0.0,15.0,10.829198,0.767057,0.00012487753549244356,4.010966337862046e-05
0.0,14.993505,10.830109,0.767489,0.00012487771571946068,4.011202432106131e-05
0.0,14.988972,10.830256,0.767304,0.0001248783114247349,4.0111734981185745e-05
0.0,14.904508,10.832892,0.774193,0.0001248896329966547,4.012961224597107e-05
0.0,14.889606,10.833353,0.775516,0.0001248916582601371,4.013281981705616e-05
0.0,14.851444,10.834644,0.778477,0.00012489677075731785,4.0140146697949095e-05
0.0,14.537485,10.844593,0.802698,0.000124941146754119,4.0189149757414326e-05
0.0,14.529393,10.844795,0.804534,0.00012494238025795152,4.019112242380603e-05
0.0,14.5,10.842469,0.806726,0.0001249498212432377,4.018965028261815e-05
0.0,14.086666,10.859196,0.83851,0.00012500919020694704,4.022925477628891e-05
0.0,14.066682,10.859916,0.843026,0.00012501224695608032,4.02281011001136e-05
0.0,14.0,10.854918,0.848167,0.00012502963924733616,4.0220067615891155e-05
0.0,13.633938,10.871773,0.874424,0.00012508393273085098,4.0229192119276736e-05
0.0,13.603725,10.872986,0.881264,0.00012508868764049633,4.021807099875518e-05
0.0,13.5,10.866029,0.889175,0.00012511583428261532,4.019913372745023e-05
0.0,13.181013,10.882456,0.912076,0.00012516367743742278,4.018434443394312e-05
0.0,13.142069,10.884467,0.920845,0.00012516958833342436,4.0157579864981026e-05
0.0,13.0,10.875653,0.93142,0.00012520680736278193,4.012284842936832e-05
0.0,12.726738,10.891444,0.950072,0.0001252471446279276,4.009523583940503e-05
0.0,12.680446,10.894145,0.960459,0.00012525398586999136,4.0048170337538284e-05
0.0,12.5,10.88417,0.973973,0.00012530038016421913,3.999158329429408e-05
0.0,12.271824,10.899464,0.988398,0.00012533212652702537,3.9961361226454055e-05
0.0,12.218727,10.903008,0.999976,0.00012533951575032393,3.989191972509476e-05
0.0,12.0,10.892376,1.01516,0.00012539393451425573,3.9818100620528874e-05
0.0,11.815246,10.906001,1.026525,0.00012541791778902374,3.9785107424802885e-05
0.0,11.756515,10.910745,1.038983,0.00012542509332355299,3.969243673735661e-05
0.0,11.5,10.899776,1.056406,0.00012548608640729244,3.959358066041986e-05
0.0,11.35664,10.91101,1.064124,0.00012550318216699173,3.957030948294563e-05
0.0,11.293788,10.916417,1.077458,0.00012551013176568244,3.945081285137447e-05
0.0,11.0,10.905907,1.094696,0.00012557541764641236,3.935148254587811e-05
0.0,10.895471,10.915497,1.099612,0.00012558557864102786,3.933845478922996e-05
0.0,10.828254,10.921936,1.113036,0.0001255917487132665,3.92011810910861e-05
0.0,10.5,10.913217,1.132024,0.00012565779194726568,3.9078834095495534e-05
0.0,10.433485,10.919594,1.134656,0.00012566317734590067,3.9074318139764145e-05
0.0,10.362624,10.927037,1.148515,0.00012566819388085113,3.891351865294142e-05
