,0,1,2
0,-51.0,13.0,0.00015568496848086425
1,-36.0,-13.0,0.00016217103606828143
2,-35.0,-22.0,0.00015485478971369256
3,-33.0,-3.0,0.00016250435746223362
4,-18.0,19.0,0.00017165406053768184
5,-15.0,20.0,0.00017150445585748333
6,18.0,-7.0,0.00016872157157785244
7,19.0,22.0,0.00018201172032230556
8,20.0,-18.0,0.00013301127419499371
9,29.0,3.0,0.0001662134434381293
10,40.0,-16.0,0.0001299901097721519
11,49.0,19.0,0.00016175941792674696
12,50.0,18.0,0.0001617755337306613
